code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2014B,434094,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
BBB,2014B,434159,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Pass
BBB,2014B,434192,F,North Western Region,A Level or Equivalent,20-Oct,0-35,2,120,N,Withdrawn
BBB,2014B,434298,F,South Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail
BBB,2014B,434347,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014B,434353,F,South Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn
BBB,2014B,434397,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Withdrawn
BBB,2014B,434476,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
BBB,2014B,434478,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2014B,434503,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
BBB,2014B,434562,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,120,N,Pass
BBB,2014B,434573,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn
BBB,2014B,434585,F,East Anglian Region,A Level or Equivalent,20-Oct,35-55,2,60,N,Withdrawn
BBB,2014B,434617,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
BBB,2014B,434646,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,434759,F,Scotland,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn
BBB,2014B,434767,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,434841,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
BBB,2014B,434977,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,120,N,Fail
BBB,2014B,435043,F,East Midlands Region,Lower Than A Level,20-Oct,35-55,0,60,N,Withdrawn
BBB,2014B,435057,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
BBB,2014B,435101,F,London Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail
BBB,2014B,435245,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
BBB,2014B,435258,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
BBB,2014B,435271,F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn
BBB,2014B,435277,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
BBB,2014B,435282,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass
BBB,2014B,435287,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction
BBB,2014B,435294,F,South West Region,A Level or Equivalent,80-90%,35-55,1,120,N,Pass
BBB,2014B,435423,F,London Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
BBB,2014B,435446,M,East Midlands Region,Lower Than A Level,20-Oct,0-35,2,60,N,Withdrawn
BBB,2014B,435536,F,Yorkshire Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Fail
BBB,2014B,435572,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail
BBB,2014B,435587,F,North Region,HE Qualification,0-10%,0-35,0,150,N,Fail
BBB,2014B,435780,M,North Western Region,Lower Than A Level,20-Oct,0-35,0,60,Y,Pass
BBB,2014B,435803,F,London Region,Lower Than A Level,20-Oct,0-35,2,120,N,Pass
BBB,2014B,436044,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
BBB,2014B,436058,F,East Anglian Region,Lower Than A Level,60-70%,0-35,2,120,Y,Fail
BBB,2014B,436213,M,East Anglian Region,HE Qualification,50-60%,35-55,0,120,N,Withdrawn
BBB,2014B,436481,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
BBB,2014B,436554,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
BBB,2014B,436590,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
BBB,2014B,436898,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,436900,F,Wales,Lower Than A Level,20-30%,35-55,0,120,Y,Fail
BBB,2014B,437030,M,Ireland,Lower Than A Level,0-10%,0-35,1,180,Y,Pass
BBB,2014B,437171,F,South East Region,Lower Than A Level,50-60%,0-35,1,60,Y,Withdrawn
BBB,2014B,437246,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
BBB,2014B,437281,F,South West Region,A Level or Equivalent,40-50%,0-35,1,120,N,Withdrawn
BBB,2014B,437303,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,120,N,Distinction
BBB,2014B,437432,F,North Western Region,A Level or Equivalent,20-Oct,0-35,2,60,N,Fail
BBB,2014B,437482,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
BBB,2014B,437529,F,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Fail
BBB,2014B,437550,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014B,437562,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
BBB,2014B,437565,F,Ireland,Lower Than A Level,70-80%,0-35,3,120,N,Withdrawn
BBB,2014B,437747,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
BBB,2014B,437752,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,180,N,Withdrawn
BBB,2014B,437872,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Distinction
BBB,2014B,437923,F,South Region,Lower Than A Level,80-90%,0-35,1,180,N,Pass
BBB,2014B,437967,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,437968,M,Scotland,Lower Than A Level,0-10%,0-35,1,120,Y,Fail
BBB,2014B,437971,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2014B,438063,F,London Region,Lower Than A Level,20-30%,35-55,0,240,N,Withdrawn
BBB,2014B,438068,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
BBB,2014B,438135,F,East Anglian Region,Lower Than A Level,20-Oct,0-35,1,120,N,Fail
BBB,2014B,438210,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
BBB,2014B,438244,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,438283,F,Scotland,HE Qualification,80-90%,0-35,1,120,N,Pass
BBB,2014B,438290,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,150,N,Fail
BBB,2014B,438313,F,North Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
BBB,2014B,438323,F,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Distinction
BBB,2014B,438379,F,North Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
BBB,2014B,438452,F,South East Region,A Level or Equivalent,50-60%,35-55,0,120,N,Distinction
BBB,2014B,438551,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail
BBB,2014B,438644,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
BBB,2014B,438662,F,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail
BBB,2014B,438703,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
BBB,2014B,438751,F,West Midlands Region,Lower Than A Level,20-Oct,35-55,1,60,N,Withdrawn
BBB,2014B,438775,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass
BBB,2014B,438796,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
BBB,2014B,439002,M,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Pass
BBB,2014B,439013,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,N,Pass
BBB,2014B,439053,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,N,Distinction
BBB,2014B,439109,F,South Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass
BBB,2014B,439170,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2014B,439182,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
BBB,2014B,439203,F,North Region,No Formal quals,,0-35,0,90,N,Pass
BBB,2014B,439294,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
BBB,2014B,439305,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,180,N,Fail
BBB,2014B,439433,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass
BBB,2014B,439542,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn
BBB,2014B,439568,F,South East Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail
BBB,2014B,439633,F,Yorkshire Region,HE Qualification,80-90%,0-35,0,120,N,Pass
BBB,2014B,439669,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass
BBB,2014B,439677,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
BBB,2014B,439684,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,439710,F,Scotland,A Level or Equivalent,20-30%,0-35,2,120,N,Pass
BBB,2014B,439713,F,Wales,A Level or Equivalent,20-Oct,0-35,1,180,N,Pass
BBB,2014B,439806,F,South East Region,A Level or Equivalent,60-70%,0-35,2,240,Y,Withdrawn
BBB,2014B,439855,M,South East Region,Lower Than A Level,50-60%,0-35,0,180,Y,Withdrawn
BBB,2014B,439857,F,Wales,A Level or Equivalent,20-30%,0-35,2,120,N,Fail
BBB,2014B,439896,M,South East Region,A Level or Equivalent,0-10%,35-55,1,60,N,Fail
BBB,2014B,439925,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
BBB,2014B,439950,F,Scotland,Lower Than A Level,50-60%,0-35,2,180,N,Withdrawn
BBB,2014B,439995,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
BBB,2014B,440003,F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
BBB,2014B,440057,M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass
BBB,2014B,440075,F,South Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass
BBB,2014B,440103,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
BBB,2014B,440171,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
BBB,2014B,440225,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,Withdrawn
BBB,2014B,440288,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction
BBB,2014B,440297,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail
BBB,2014B,440319,F,South Region,A Level or Equivalent,20-Oct,0-35,1,60,N,Fail
BBB,2014B,440323,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
BBB,2014B,440331,F,South West Region,No Formal quals,30-40%,0-35,0,90,N,Withdrawn
BBB,2014B,440375,F,London Region,Lower Than A Level,70-80%,35-55,1,120,N,Fail
BBB,2014B,440499,F,London Region,A Level or Equivalent,20-Oct,0-35,1,90,N,Fail
BBB,2014B,440509,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
BBB,2014B,440559,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,440563,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,440591,F,Scotland,Lower Than A Level,20-Oct,0-35,1,120,N,Pass
BBB,2014B,440593,F,Wales,Lower Than A Level,20-Oct,35-55,1,120,Y,Fail
BBB,2014B,440610,F,South West Region,A Level or Equivalent,70-80%,0-35,1,120,N,Distinction
BBB,2014B,440632,F,Scotland,Lower Than A Level,20-Oct,0-35,1,180,N,Pass
BBB,2014B,440637,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
BBB,2014B,440664,F,South West Region,HE Qualification,60-70%,35-55,0,60,N,Fail
BBB,2014B,440751,M,North Western Region,A Level or Equivalent,0-10%,0-35,2,120,N,Fail
BBB,2014B,440765,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,440798,F,Scotland,HE Qualification,30-40%,0-35,0,90,N,Withdrawn
BBB,2014B,440818,F,Ireland,Lower Than A Level,20-Oct,0-35,2,120,Y,Withdrawn
BBB,2014B,440825,F,East Midlands Region,Lower Than A Level,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,440851,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
BBB,2014B,440857,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2014B,440905,F,South East Region,Lower Than A Level,30-40%,35-55,1,180,Y,Fail
BBB,2014B,440911,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
BBB,2014B,440912,M,East Midlands Region,HE Qualification,20-30%,35-55,1,120,N,Pass
BBB,2014B,441000,F,Ireland,Lower Than A Level,30-40%,35-55,1,60,N,Withdrawn
BBB,2014B,441018,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
BBB,2014B,441020,F,Scotland,A Level or Equivalent,40-50%,0-35,0,180,Y,Distinction
BBB,2014B,441024,F,Wales,A Level or Equivalent,60-70%,0-35,1,150,N,Withdrawn
BBB,2014B,441073,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
BBB,2014B,441087,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2014B,441113,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014B,441132,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail
BBB,2014B,441165,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014B,441170,F,South West Region,A Level or Equivalent,30-40%,35-55,2,120,N,Pass
BBB,2014B,441181,M,East Midlands Region,HE Qualification,20-Oct,35-55,0,130,N,Fail
BBB,2014B,441201,F,South West Region,A Level or Equivalent,50-60%,35-55,1,120,N,Fail
BBB,2014B,441213,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,Pass
BBB,2014B,441255,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
BBB,2014B,441302,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,441342,M,West Midlands Region,HE Qualification,50-60%,0-35,1,60,N,Distinction
BBB,2014B,441354,F,London Region,A Level or Equivalent,20-Oct,0-35,0,120,N,Fail
BBB,2014B,441385,F,South East Region,No Formal quals,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,441389,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014B,441393,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
BBB,2014B,441421,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass
BBB,2014B,441423,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail
BBB,2014B,441444,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
BBB,2014B,441540,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,441606,M,West Midlands Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail
BBB,2014B,441791,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction
BBB,2014B,441852,F,Scotland,Lower Than A Level,90-100%,0-35,1,60,N,Fail
BBB,2014B,441858,F,Wales,HE Qualification,50-60%,0-35,1,120,N,Pass
BBB,2014B,441885,F,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,441888,F,London Region,A Level or Equivalent,30-40%,35-55,1,120,N,Withdrawn
BBB,2014B,441892,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass
BBB,2014B,441895,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
BBB,2014B,441897,F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail
BBB,2014B,441954,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014B,442012,F,South West Region,A Level or Equivalent,80-90%,0-35,1,180,N,Distinction
BBB,2014B,442017,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,442064,M,North Western Region,Lower Than A Level,20-Oct,35-55,0,60,N,Withdrawn
BBB,2014B,442131,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
BBB,2014B,442132,M,South West Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail
BBB,2014B,442143,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
BBB,2014B,442144,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,442183,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
BBB,2014B,442191,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
BBB,2014B,442199,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,75,N,Pass
BBB,2014B,442347,F,South West Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass
BBB,2014B,442359,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014B,442393,M,Scotland,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn
BBB,2014B,442432,F,North Western Region,Lower Than A Level,20-Oct,0-35,0,75,N,Fail
BBB,2014B,442436,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
BBB,2014B,442442,M,Scotland,A Level or Equivalent,30-40%,0-35,1,120,N,Pass
BBB,2014B,442456,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,442466,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
BBB,2014B,442497,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass
BBB,2014B,442530,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
BBB,2014B,442545,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014B,442547,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
BBB,2014B,442549,F,South Region,Lower Than A Level,80-90%,0-35,1,180,N,Withdrawn
BBB,2014B,442561,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
BBB,2014B,442563,F,North Region,Lower Than A Level,20-Oct,0-35,0,120,N,Fail
BBB,2014B,442589,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014B,442590,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2014B,442618,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2014B,442669,F,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,N,Pass
BBB,2014B,442670,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn
BBB,2014B,442685,F,Wales,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
BBB,2014B,442725,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
BBB,2014B,442745,F,London Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass
BBB,2014B,442753,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail
BBB,2014B,442802,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,1,120,N,Pass
BBB,2014B,442807,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,120,N,Pass
BBB,2014B,442819,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014B,442823,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,442865,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
BBB,2014B,442873,F,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
BBB,2014B,442877,M,London Region,Lower Than A Level,20-Oct,35-55,1,180,N,Withdrawn
BBB,2014B,442878,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014B,442886,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
BBB,2014B,442910,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014B,442924,F,London Region,Lower Than A Level,20-Oct,0-35,0,120,N,Pass
BBB,2014B,442937,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2014B,442949,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2014B,442954,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,442987,F,Ireland,Lower Than A Level,70-80%,0-35,1,180,N,Fail
BBB,2014B,443007,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,443055,F,West Midlands Region,Lower Than A Level,20-Oct,35-55,0,120,N,Fail
BBB,2014B,443108,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,Y,Distinction
BBB,2014B,443151,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
BBB,2014B,443181,F,East Midlands Region,HE Qualification,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,443200,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
BBB,2014B,443215,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,120,N,Pass
BBB,2014B,443275,F,Ireland,Lower Than A Level,20-Oct,0-35,1,180,N,Pass
BBB,2014B,443288,F,South East Region,Lower Than A Level,70-80%,35-55,1,180,N,Withdrawn
BBB,2014B,443297,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Pass
BBB,2014B,443300,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Pass
BBB,2014B,443387,M,London Region,HE Qualification,20-Oct,0-35,0,120,N,Pass
BBB,2014B,443400,F,Scotland,HE Qualification,80-90%,0-35,0,120,N,Fail
BBB,2014B,443438,M,South East Region,HE Qualification,20-30%,0-35,1,180,N,Pass
BBB,2014B,443452,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,210,N,Withdrawn
BBB,2014B,443498,F,London Region,Lower Than A Level,20-Oct,0-35,0,240,Y,Withdrawn
BBB,2014B,443500,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,1,180,Y,Withdrawn
BBB,2014B,443514,F,London Region,HE Qualification,20-30%,35-55,0,120,N,Withdrawn
BBB,2014B,443539,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
BBB,2014B,443540,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction
BBB,2014B,443563,F,East Anglian Region,Lower Than A Level,70-80%,35-55,1,120,N,Pass
BBB,2014B,443696,F,South Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass
BBB,2014B,443701,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,Distinction
BBB,2014B,443731,F,South East Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
BBB,2014B,443753,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
BBB,2014B,443765,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
BBB,2014B,443837,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail
BBB,2014B,443842,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
BBB,2014B,443861,F,London Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn
BBB,2014B,443923,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
BBB,2014B,443948,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,150,N,Withdrawn
BBB,2014B,443950,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
BBB,2014B,443954,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,443964,F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,Y,Withdrawn
BBB,2014B,443989,F,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
BBB,2014B,444011,F,South East Region,Lower Than A Level,80-90%,0-35,1,120,N,Pass
BBB,2014B,444063,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
BBB,2014B,444117,F,South West Region,Lower Than A Level,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,444180,F,North Western Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,444197,F,North Western Region,Lower Than A Level,,0-35,1,120,N,Pass
BBB,2014B,444221,F,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Distinction
BBB,2014B,444225,F,West Midlands Region,HE Qualification,20-Oct,0-35,1,150,N,Fail
BBB,2014B,444266,F,North Western Region,Lower Than A Level,20-30%,35-55,1,120,N,Fail
BBB,2014B,444317,F,South East Region,Lower Than A Level,60-70%,35-55,1,120,N,Pass
BBB,2014B,444349,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
BBB,2014B,444361,F,South West Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail
BBB,2014B,444375,F,South West Region,HE Qualification,30-40%,0-35,0,120,N,Fail
BBB,2014B,444388,F,North Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
BBB,2014B,444403,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,Pass
BBB,2014B,444408,F,Wales,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn
BBB,2014B,444474,F,Scotland,Lower Than A Level,20-Oct,0-35,1,120,N,Withdrawn
BBB,2014B,444541,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
BBB,2014B,444545,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2014B,444561,F,South Region,A Level or Equivalent,60-70%,0-35,0,180,N,Distinction
BBB,2014B,444574,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,N,Pass
BBB,2014B,444576,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
BBB,2014B,444619,F,South West Region,Lower Than A Level,90-100%,0-35,0,180,N,Pass
BBB,2014B,444625,F,South West Region,Lower Than A Level,70-80%,0-35,1,120,N,Fail
BBB,2014B,444677,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,Y,Withdrawn
BBB,2014B,444697,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
BBB,2014B,444713,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail
BBB,2014B,444718,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
BBB,2014B,444729,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2014B,444766,F,London Region,No Formal quals,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,444768,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,180,N,Fail
BBB,2014B,444783,F,East Anglian Region,Lower Than A Level,20-Oct,0-35,1,120,N,Withdrawn
BBB,2014B,444784,M,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Pass
BBB,2014B,444814,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
