code_module,code_presentation,id_student,date_registration_int,date_registration,date_registration_key,date_unregistration_int,date_unregistration,date_unregistration_key
BBB,2013J,350944,-128,3/9/2014,932014,,,
BBB,2013J,350949,-138,2/27/2014,2722014,-23,6/22/2014,2262014
BBB,2013J,351034,-149,2/16/2014,1622014,0,7/15/2014,1572014
BBB,2013J,351050,-92,4/14/2014,1442014,,,
BBB,2013J,351080,-135,3/2/2014,232014,,,
BBB,2013J,351147,-149,2/16/2014,1622014,,,
BBB,2013J,351170,-149,2/16/2014,1622014,32,8/16/2014,1682014
BBB,2013J,351181,-46,5/30/2014,3052014,,,
BBB,2013J,351244,-51,5/25/2014,2552014,,,
BBB,2013J,351271,-137,2/28/2014,2822014,,,
BBB,2013J,351290,-135,3/2/2014,232014,,,
BBB,2013J,351293,-109,3/28/2014,2832014,,,
BBB,2013J,351328,-92,4/14/2014,1442014,,,
BBB,2013J,351336,-164,2/1/2014,122014,85,10/8/2014,8102014
BBB,2013J,351378,-100,4/6/2014,642014,,,
BBB,2013J,351500,-66,5/10/2014,1052014,,,
BBB,2013J,351505,-63,5/13/2014,1352014,,,
BBB,2013J,351512,-124,3/13/2014,1332014,,,
BBB,2013J,351543,-59,5/17/2014,1752014,,,
BBB,2013J,351577,-149,2/16/2014,1622014,0,7/15/2014,1572014
BBB,2013J,351767,-130,3/7/2014,732014,-11,7/4/2014,472014
BBB,2013J,351775,-53,5/23/2014,2352014,,,
BBB,2013J,351903,-29,6/16/2014,1662014,,,
BBB,2013J,352009,-196,12/31/2013,31122013,,,
BBB,2013J,352051,-29,6/16/2014,1662014,,,
BBB,2013J,352083,-36,6/9/2014,962014,,,
BBB,2013J,352102,-51,5/25/2014,2552014,,,
BBB,2013J,352112,-29,6/16/2014,1662014,,,
BBB,2013J,352152,-15,6/30/2014,3062014,,,
BBB,2013J,352161,-35,6/10/2014,1062014,,,
BBB,2013J,352308,-36,6/9/2014,962014,,,
BBB,2013J,352339,-49,5/27/2014,2752014,,,
BBB,2013J,352364,-49,5/27/2014,2752014,,,
BBB,2013J,352382,-183,1/13/2014,1312014,-123,3/14/2014,1432014
BBB,2013J,352600,-123,3/14/2014,1432014,237,3/9/2015,932015
BBB,2013J,352637,-17,6/28/2014,2862014,,,
BBB,2013J,352641,-196,12/31/2013,31122013,-92,4/14/2014,1442014
BBB,2013J,352679,-58,5/18/2014,1852014,,,
BBB,2013J,352688,-121,3/16/2014,1632014,,,
BBB,2013J,352771,-45,5/31/2014,3152014,-24,6/21/2014,2162014
BBB,2013J,352953,-29,6/16/2014,1662014,,,
BBB,2013J,352954,-74,5/2/2014,252014,19,8/3/2014,382014
BBB,2013J,353018,-42,6/3/2014,362014,,,
BBB,2013J,353066,-156,2/9/2014,922014,,,
BBB,2013J,353093,-31,6/14/2014,1462014,6,7/21/2014,2172014
BBB,2013J,353221,-59,5/17/2014,1752014,,,
BBB,2013J,353352,-174,1/22/2014,2212014,-124,3/13/2014,1332014
BBB,2013J,353368,-43,6/2/2014,262014,,,
BBB,2013J,353617,-17,6/28/2014,2862014,,,
BBB,2013J,353660,-28,6/17/2014,1762014,,,
BBB,2013J,353665,-165,1/31/2014,3112014,-50,5/26/2014,2652014
BBB,2013J,353790,-18,6/27/2014,2762014,,,
BBB,2013J,353804,-88,4/18/2014,1842014,,,
BBB,2013J,353918,-149,2/16/2014,1622014,,,
BBB,2013J,353953,-43,6/2/2014,262014,,,
BBB,2013J,353969,-107,3/30/2014,3032014,,,
BBB,2013J,353979,-125,3/12/2014,1232014,,,
BBB,2013J,354050,-25,6/20/2014,2062014,,,
BBB,2013J,354058,-144,2/21/2014,2122014,,,
BBB,2013J,354121,-43,6/2/2014,262014,,,
BBB,2013J,354170,-22,6/23/2014,2362014,,,
BBB,2013J,354171,-67,5/9/2014,952014,,,
BBB,2013J,354173,-63,5/13/2014,1352014,,,
BBB,2013J,354550,-158,2/7/2014,722014,,,
BBB,2013J,354552,-17,6/28/2014,2862014,,,
BBB,2013J,354560,-101,4/5/2014,542014,,,
BBB,2013J,354607,-129,3/8/2014,832014,2,7/17/2014,1772014
BBB,2013J,354688,-149,2/16/2014,1622014,0,7/15/2014,1572014
BBB,2013J,354698,-20,6/25/2014,2562014,,,
BBB,2013J,354713,-43,6/2/2014,262014,,,
BBB,2013J,354779,-27,6/18/2014,1862014,,,
BBB,2013J,354815,-100,4/6/2014,642014,,,
BBB,2013J,354858,-149,2/16/2014,1622014,,,
BBB,2013J,354895,-2,7/13/2014,1372014,,,
BBB,2013J,354953,-135,3/2/2014,232014,-36,6/9/2014,962014
BBB,2013J,354984,-144,2/21/2014,2122014,,,
BBB,2013J,354988,-9,7/6/2014,672014,,,
BBB,2013J,354992,-136,3/1/2014,132014,,,
BBB,2013J,355034,-144,2/21/2014,2122014,-16,6/29/2014,2962014
BBB,2013J,355049,-28,6/17/2014,1762014,,,
BBB,2013J,355143,-134,3/3/2014,332014,,,
BBB,2013J,355147,-31,6/14/2014,1462014,,,
BBB,2013J,355149,-35,6/10/2014,1062014,,,
BBB,2013J,355205,-130,3/7/2014,732014,-29,6/16/2014,1662014
BBB,2013J,355293,-106,3/31/2014,3132014,145,12/7/2014,7122014
BBB,2013J,355309,-141,2/24/2014,2422014,,,
BBB,2013J,355335,-32,6/13/2014,1362014,,,
BBB,2013J,355369,-117,3/20/2014,2032014,-9,7/6/2014,672014
BBB,2013J,355510,-63,5/13/2014,1352014,,,
BBB,2013J,355591,-44,6/1/2014,162014,132,11/24/2014,24112014
BBB,2013J,355617,-179,1/17/2014,1712014,109,11/1/2014,1112014
BBB,2013J,355643,-72,5/4/2014,452014,,,
BBB,2013J,355663,-191,1/5/2014,512014,,,
BBB,2013J,355692,-149,2/16/2014,1622014,,,
BBB,2013J,355738,-176,1/20/2014,2012014,-44,6/1/2014,162014
BBB,2013J,355780,-144,2/21/2014,2122014,,,
BBB,2013J,355935,-51,5/25/2014,2552014,,,
BBB,2013J,355998,-92,4/14/2014,1442014,,,
BBB,2013J,356166,-107,3/30/2014,3032014,,,
BBB,2013J,356170,-85,4/21/2014,2142014,,,
BBB,2013J,356257,-120,3/17/2014,1732014,,,
BBB,2013J,356274,-134,3/3/2014,332014,16,7/31/2014,3172014
BBB,2013J,356297,-144,2/21/2014,2122014,,,
BBB,2013J,356371,-24,6/21/2014,2162014,,,
BBB,2013J,356386,-193,1/3/2014,312014,,,
BBB,2013J,356397,-154,2/11/2014,1122014,,,
BBB,2013J,356523,-109,3/28/2014,2832014,,,
BBB,2013J,356535,-158,2/7/2014,722014,,,
BBB,2013J,356561,-156,2/9/2014,922014,,,
BBB,2013J,356568,-49,5/27/2014,2752014,0,7/15/2014,1572014
BBB,2013J,356705,-15,6/30/2014,3062014,,,
BBB,2013J,356735,-63,5/13/2014,1352014,-3,7/12/2014,1272014
BBB,2013J,357030,-49,5/27/2014,2752014,,,
BBB,2013J,357038,-144,2/21/2014,2122014,,,
BBB,2013J,357176,-92,4/14/2014,1442014,,,
BBB,2013J,357214,-65,5/11/2014,1152014,,,
BBB,2013J,357219,-108,3/29/2014,2932014,,,
BBB,2013J,357297,-18,6/27/2014,2762014,-3,7/12/2014,1272014
BBB,2013J,357485,-28,6/17/2014,1762014,,,
BBB,2013J,357493,-79,4/27/2014,2742014,19,8/3/2014,382014
BBB,2013J,357576,-31,6/14/2014,1462014,,,
BBB,2013J,357595,-191,1/5/2014,512014,,,
BBB,2013J,357668,-94,4/12/2014,1242014,,,
BBB,2013J,357820,-174,1/22/2014,2212014,-96,4/10/2014,1042014
BBB,2013J,357851,-35,6/10/2014,1062014,,,
BBB,2013J,357901,-196,12/31/2013,31122013,-136,3/1/2014,132014
BBB,2013J,357928,-164,2/1/2014,122014,,,
BBB,2013J,357942,-66,5/10/2014,1052014,,,
BBB,2013J,358001,-109,3/28/2014,2832014,,,
BBB,2013J,358054,-149,2/16/2014,1622014,0,7/15/2014,1572014
BBB,2013J,358075,-138,2/27/2014,2722014,,,
BBB,2013J,358182,-144,2/21/2014,2122014,0,7/15/2014,1572014
BBB,2013J,358204,-149,2/16/2014,1622014,,,
BBB,2013J,358289,-36,6/9/2014,962014,,,
BBB,2013J,358341,-46,5/30/2014,3052014,,,
BBB,2013J,358504,-85,4/21/2014,2142014,164,12/26/2014,26122014
BBB,2013J,358522,-31,6/14/2014,1462014,,,
BBB,2013J,358578,-67,5/9/2014,952014,,,
BBB,2013J,358808,-149,2/16/2014,1622014,143,12/5/2014,5122014
BBB,2013J,358956,-149,2/16/2014,1622014,,,
BBB,2013J,358966,-1,7/14/2014,1472014,,,
BBB,2013J,359114,-44,6/1/2014,162014,,,
BBB,2013J,359149,-149,2/16/2014,1622014,122,11/14/2014,14112014
BBB,2013J,359156,-195,1/1/2014,112014,,,
BBB,2013J,359170,-157,2/8/2014,822014,,,
BBB,2013J,359417,-38,6/7/2014,762014,,,
BBB,2013J,359438,-179,1/17/2014,1712014,-18,6/27/2014,2762014
BBB,2013J,359460,-96,4/10/2014,1042014,,,
BBB,2013J,359590,-32,6/13/2014,1362014,223,2/23/2015,2322015
BBB,2013J,359640,-191,1/5/2014,512014,,,
BBB,2013J,359645,-138,2/27/2014,2722014,,,
BBB,2013J,359657,-179,1/17/2014,1712014,178,1/9/2015,912015
BBB,2013J,359728,-176,1/20/2014,2012014,,,
BBB,2013J,359855,-149,2/16/2014,1622014,,,
BBB,2013J,359883,-88,4/18/2014,1842014,,,
BBB,2013J,359943,-32,6/13/2014,1362014,,,
BBB,2013J,359958,-107,3/30/2014,3032014,,,
BBB,2013J,360024,-191,1/5/2014,512014,103,10/26/2014,26102014
BBB,2013J,360101,-96,4/10/2014,1042014,,,
BBB,2013J,360188,-28,6/17/2014,1762014,,,
BBB,2013J,360190,-129,3/8/2014,832014,,,
BBB,2013J,360266,-49,5/27/2014,2752014,,,
BBB,2013J,360278,-29,6/16/2014,1662014,,,
BBB,2013J,360483,-46,5/30/2014,3052014,,,
BBB,2013J,360489,-156,2/9/2014,922014,0,7/15/2014,1572014
BBB,2013J,360492,-143,2/22/2014,2222014,,,
BBB,2013J,360547,-191,1/5/2014,512014,-124,3/13/2014,1332014
BBB,2013J,360581,-120,3/17/2014,1732014,,,
BBB,2013J,360683,-51,5/25/2014,2552014,101,10/24/2014,24102014
BBB,2013J,360726,-130,3/7/2014,732014,,,
BBB,2013J,360747,-144,2/21/2014,2122014,0,7/15/2014,1572014
BBB,2013J,360752,-30,6/15/2014,1562014,,,
BBB,2013J,360759,-154,2/11/2014,1122014,,,
BBB,2013J,360876,-66,5/10/2014,1052014,,,
BBB,2013J,360877,-136,3/1/2014,132014,,,
BBB,2013J,360938,-190,1/6/2014,612014,-12,7/3/2014,372014
BBB,2013J,360986,-30,6/15/2014,1562014,90,10/13/2014,13102014
BBB,2013J,361209,-136,3/1/2014,132014,0,7/15/2014,1572014
BBB,2013J,361243,-86,4/20/2014,2042014,,,
BBB,2013J,361282,-92,4/14/2014,1442014,,,
BBB,2013J,361410,-149,2/16/2014,1622014,0,7/15/2014,1572014
BBB,2013J,361411,-165,1/31/2014,3112014,,,
BBB,2013J,361603,-162,2/3/2014,322014,,,
BBB,2013J,361837,-67,5/9/2014,952014,,,
BBB,2013J,361842,-53,5/23/2014,2352014,,,
BBB,2013J,361889,-143,2/22/2014,2222014,,,
BBB,2013J,361988,-92,4/14/2014,1442014,,,
BBB,2013J,362037,-149,2/16/2014,1622014,0,7/15/2014,1572014
BBB,2013J,362115,-144,2/21/2014,2122014,,,
BBB,2013J,362140,-190,1/6/2014,612014,,,
BBB,2013J,362223,-35,6/10/2014,1062014,-12,7/3/2014,372014
BBB,2013J,362356,-120,3/17/2014,1732014,,,
BBB,2013J,362374,-88,4/18/2014,1842014,,,
BBB,2013J,362548,-57,5/19/2014,1952014,,,
BBB,2013J,362647,-141,2/24/2014,2422014,-1,7/14/2014,1472014
BBB,2013J,362661,-125,3/12/2014,1232014,0,7/15/2014,1572014
BBB,2013J,362668,-73,5/3/2014,352014,,,
BBB,2013J,362760,-57,5/19/2014,1952014,,,
BBB,2013J,362877,-109,3/28/2014,2832014,,,
BBB,2013J,362907,-67,5/9/2014,952014,-1,7/14/2014,1472014
BBB,2013J,363110,-144,2/21/2014,2122014,,,
BBB,2013J,363122,-96,4/10/2014,1042014,-50,5/26/2014,2652014
BBB,2013J,363151,-136,3/1/2014,132014,,,
BBB,2013J,363213,-100,4/6/2014,642014,-14,7/1/2014,172014
BBB,2013J,363273,-184,1/12/2014,1212014,,,
BBB,2013J,363374,-179,1/17/2014,1712014,0,7/15/2014,1572014
BBB,2013J,363396,-29,6/16/2014,1662014,48,9/1/2014,192014
BBB,2013J,363401,-185,1/11/2014,1112014,-178,1/18/2014,1812014
BBB,2013J,363416,-58,5/18/2014,1852014,,,
BBB,2013J,363660,-148,2/17/2014,1722014,11,7/26/2014,2672014
BBB,2013J,363711,-124,3/13/2014,1332014,,,
BBB,2013J,363738,-149,2/16/2014,1622014,,,
BBB,2013J,363749,-88,4/18/2014,1842014,,,
BBB,2013J,363773,-149,2/16/2014,1622014,,,
BBB,2013J,363906,-184,1/12/2014,1212014,6,7/21/2014,2172014
BBB,2013J,363939,-31,6/14/2014,1462014,,,
BBB,2013J,363990,-67,5/9/2014,952014,,,
BBB,2013J,364021,-148,2/17/2014,1722014,,,
BBB,2013J,364066,-179,1/17/2014,1712014,-103,4/3/2014,342014
BBB,2013J,364073,-144,2/21/2014,2122014,39,8/23/2014,2382014
BBB,2013J,364103,-3,7/12/2014,1272014,,,
BBB,2013J,364177,-101,4/5/2014,542014,-24,6/21/2014,2162014
BBB,2013J,364185,-144,2/21/2014,2122014,,,
BBB,2013J,364239,-144,2/21/2014,2122014,-1,7/14/2014,1472014
BBB,2013J,364307,-117,3/20/2014,2032014,,,
BBB,2013J,364322,-165,1/31/2014,3112014,-17,6/28/2014,2862014
BBB,2013J,364323,-29,6/16/2014,1662014,,,
BBB,2013J,364405,-130,3/7/2014,732014,67,9/20/2014,2092014
BBB,2013J,364440,-136,3/1/2014,132014,,,
BBB,2013J,364527,-136,3/1/2014,132014,,,
BBB,2013J,364547,-30,6/15/2014,1562014,,,
BBB,2013J,364666,-136,3/1/2014,132014,-14,7/1/2014,172014
BBB,2013J,364712,-73,5/3/2014,352014,5,7/20/2014,2072014
BBB,2013J,364770,-149,2/16/2014,1622014,-4,7/11/2014,1172014
BBB,2013J,364790,-109,3/28/2014,2832014,,,
BBB,2013J,364871,-92,4/14/2014,1442014,,,
BBB,2013J,364920,-179,1/17/2014,1712014,-163,2/2/2014,222014
BBB,2013J,364957,-101,4/5/2014,542014,,,
BBB,2013J,364974,-134,3/3/2014,332014,9,7/24/2014,2472014
BBB,2013J,365060,-79,4/27/2014,2742014,,,
BBB,2013J,365084,-144,2/21/2014,2122014,-123,3/14/2014,1432014
BBB,2013J,365097,-67,5/9/2014,952014,,,
BBB,2013J,365111,-116,3/21/2014,2132014,-46,5/30/2014,3052014
BBB,2013J,365169,-25,6/20/2014,2062014,135,11/27/2014,27112014
BBB,2013J,365192,-134,3/3/2014,332014,,,
BBB,2013J,365222,-130,3/7/2014,732014,,,
BBB,2013J,365239,-72,5/4/2014,452014,,,
BBB,2013J,365244,-107,3/30/2014,3032014,,,
BBB,2013J,365288,-116,3/21/2014,2132014,,,
BBB,2013J,365375,-174,1/22/2014,2212014,,,
BBB,2013J,365397,-31,6/14/2014,1462014,,,
BBB,2013J,365405,-123,3/14/2014,1432014,,,
BBB,2013J,365439,-31,6/14/2014,1462014,90,10/13/2014,13102014
BBB,2013J,365452,-129,3/8/2014,832014,4,7/19/2014,1972014
BBB,2013J,365488,-177,1/19/2014,1912014,128,11/20/2014,20112014
BBB,2013J,365631,-109,3/28/2014,2832014,58,9/11/2014,1192014
BBB,2013J,365642,-24,6/21/2014,2162014,100,10/23/2014,23102014
BBB,2013J,365661,-44,6/1/2014,162014,,,
BBB,2013J,365701,-142,2/23/2014,2322014,,,
BBB,2013J,365707,-149,2/16/2014,1622014,,,
BBB,2013J,365762,-174,1/22/2014,2212014,-100,4/6/2014,642014
BBB,2013J,365764,-96,4/10/2014,1042014,4,7/19/2014,1972014
BBB,2013J,365782,-53,5/23/2014,2352014,,,
BBB,2013J,365860,-63,5/13/2014,1352014,,,
BBB,2013J,365893,-38,6/7/2014,762014,,,
BBB,2013J,365939,-108,3/29/2014,2932014,,,
BBB,2013J,365993,-92,4/14/2014,1442014,,,
BBB,2013J,366024,-8,7/7/2014,772014,-5,7/10/2014,1072014
BBB,2013J,366140,-96,4/10/2014,1042014,,,
BBB,2013J,366164,-106,3/31/2014,3132014,,,
BBB,2013J,366267,-132,3/5/2014,532014,101,10/24/2014,24102014
BBB,2013J,366310,-65,5/11/2014,1152014,,,
BBB,2013J,366367,-96,4/10/2014,1042014,,,
BBB,2013J,366371,-124,3/13/2014,1332014,9,7/24/2014,2472014
BBB,2013J,366424,-120,3/17/2014,1732014,,,
BBB,2013J,366449,-72,5/4/2014,452014,46,8/30/2014,3082014
BBB,2013J,366479,-122,3/15/2014,1532014,,,
BBB,2013J,366483,-16,6/29/2014,2962014,,,
BBB,2013J,366492,-115,3/22/2014,2232014,,,
BBB,2013J,366524,-94,4/12/2014,1242014,10,7/25/2014,2572014
BBB,2013J,366535,-85,4/21/2014,2142014,,,
BBB,2013J,366649,-102,4/4/2014,442014,-30,6/15/2014,1562014
BBB,2013J,366771,-113,3/24/2014,2432014,,,
BBB,2013J,366791,-144,2/21/2014,2122014,,,
BBB,2013J,366821,-123,3/14/2014,1432014,,,
BBB,2013J,366836,-96,4/10/2014,1042014,,,
BBB,2013J,366872,-88,4/18/2014,1842014,,,
BBB,2013J,366873,-149,2/16/2014,1622014,0,7/15/2014,1572014
BBB,2013J,366936,-149,2/16/2014,1622014,,,
BBB,2013J,366987,-109,3/28/2014,2832014,,,
BBB,2013J,367045,-51,5/25/2014,2552014,,,
BBB,2013J,367127,-35,6/10/2014,1062014,,,
BBB,2013J,367151,-142,2/23/2014,2322014,,,
BBB,2013J,367304,-170,1/26/2014,2612014,-21,6/24/2014,2462014
BBB,2013J,367309,-117,3/20/2014,2032014,,,
BBB,2013J,367348,-56,5/20/2014,2052014,,,
BBB,2013J,367352,-164,2/1/2014,122014,,,
BBB,2013J,367433,-121,3/16/2014,1632014,39,8/23/2014,2382014
BBB,2013J,367510,-87,4/19/2014,1942014,90,10/13/2014,13102014
BBB,2013J,367535,-167,1/29/2014,2912014,0,7/15/2014,1572014
BBB,2013J,367605,-144,2/21/2014,2122014,14,7/29/2014,2972014
BBB,2013J,367609,-148,2/17/2014,1722014,-11,7/4/2014,472014
BBB,2013J,367646,-38,6/7/2014,762014,90,10/13/2014,13102014
BBB,2013J,367696,-123,3/14/2014,1432014,-8,7/7/2014,772014
BBB,2013J,367807,-22,6/23/2014,2362014,0,7/15/2014,1572014
BBB,2013J,367815,-101,4/5/2014,542014,,,
BBB,2013J,367898,-149,2/16/2014,1622014,2,7/17/2014,1772014
BBB,2013J,368077,-74,5/2/2014,252014,,,
BBB,2013J,368106,-107,3/30/2014,3032014,-18,6/27/2014,2762014
BBB,2013J,368194,-117,3/20/2014,2032014,102,10/25/2014,25102014
BBB,2013J,368195,-29,6/16/2014,1662014,,,
BBB,2013J,368245,-164,2/1/2014,122014,,,
BBB,2013J,368306,-24,6/21/2014,2162014,,,
BBB,2013J,368315,-63,5/13/2014,1352014,,,
BBB,2013J,368389,-59,5/17/2014,1752014,,,
BBB,2013J,368436,-29,6/16/2014,1662014,,,
BBB,2013J,368439,-144,2/21/2014,2122014,,,
BBB,2013J,368483,-74,5/2/2014,252014,,,
BBB,2013J,368507,-162,2/3/2014,322014,-1,7/14/2014,1472014
BBB,2013J,368521,-158,2/7/2014,722014,,,
BBB,2013J,368675,-116,3/21/2014,2132014,,,
BBB,2013J,368741,-109,3/28/2014,2832014,207,2/7/2015,722015
BBB,2013J,368749,-114,3/23/2014,2332014,11,7/26/2014,2672014
BBB,2013J,368824,-59,5/17/2014,1752014,,,
BBB,2013J,368876,-51,5/25/2014,2552014,174,1/5/2015,512015
BBB,2013J,368886,-154,2/11/2014,1122014,,,
BBB,2013J,368935,-74,5/2/2014,252014,,,
BBB,2013J,368963,-65,5/11/2014,1152014,0,7/15/2014,1572014
BBB,2013J,368969,-148,2/17/2014,1722014,,,
BBB,2013J,369119,-144,2/21/2014,2122014,-138,2/27/2014,2722014
BBB,2013J,369208,-72,5/4/2014,452014,,,
BBB,2013J,369212,-35,6/10/2014,1062014,,,
BBB,2013J,369234,-95,4/11/2014,1142014,,,
BBB,2013J,369242,-8,7/7/2014,772014,,,
BBB,2013J,369319,-149,2/16/2014,1622014,-107,3/30/2014,3032014
BBB,2013J,369378,-101,4/5/2014,542014,,,
BBB,2013J,369450,-149,2/16/2014,1622014,,,
BBB,2013J,369507,-102,4/4/2014,442014,,,
BBB,2013J,369610,-148,2/17/2014,1722014,165,12/27/2014,27122014
BBB,2013J,369644,-149,2/16/2014,1622014,,,
BBB,2013J,369713,-45,5/31/2014,3152014,,,
BBB,2013J,369715,-81,4/25/2014,2542014,-18,6/27/2014,2762014
BBB,2013J,369811,-81,4/25/2014,2542014,-46,5/30/2014,3052014
BBB,2013J,369826,-107,3/30/2014,3032014,,,
BBB,2013J,369834,-142,2/23/2014,2322014,,,
BBB,2013J,369908,-31,6/14/2014,1462014,,,
BBB,2013J,369942,-148,2/17/2014,1722014,,,
BBB,2013J,369986,-86,4/20/2014,2042014,-1,7/14/2014,1472014
BBB,2013J,370008,-51,5/25/2014,2552014,137,11/29/2014,29112014
BBB,2013J,370089,-87,4/19/2014,1942014,-24,6/21/2014,2162014
BBB,2013J,370100,-149,2/16/2014,1622014,-33,6/12/2014,1262014
BBB,2013J,370129,-18,6/27/2014,2762014,,,
BBB,2013J,370184,-149,2/16/2014,1622014,,,
BBB,2013J,370274,-28,6/17/2014,1762014,,,
BBB,2013J,370294,-102,4/4/2014,442014,191,1/22/2015,2212015
BBB,2013J,370302,-107,3/30/2014,3032014,,,
BBB,2013J,370307,-108,3/29/2014,2932014,,,
BBB,2013J,370312,-49,5/27/2014,2752014,96,10/19/2014,19102014
BBB,2013J,370336,-44,6/1/2014,162014,,,
BBB,2013J,370367,-46,5/30/2014,3052014,,,
BBB,2013J,370375,-42,6/3/2014,362014,,,
BBB,2013J,370512,-90,4/16/2014,1642014,,,
BBB,2013J,370720,-53,5/23/2014,2352014,,,
BBB,2013J,370735,-148,2/17/2014,1722014,-114,3/23/2014,2332014
BBB,2013J,370839,-28,6/17/2014,1762014,,,
BBB,2013J,370859,-149,2/16/2014,1622014,,,
BBB,2013J,370865,-121,3/16/2014,1632014,-92,4/14/2014,1442014
BBB,2013J,370920,-117,3/20/2014,2032014,,,
BBB,2013J,370934,-144,2/21/2014,2122014,-82,4/24/2014,2442014
BBB,2013J,370949,-117,3/20/2014,2032014,,,
BBB,2013J,371019,-28,6/17/2014,1762014,,,
BBB,2013J,371044,-109,3/28/2014,2832014,,,
BBB,2013J,371113,-144,2/21/2014,2122014,,,
BBB,2013J,371133,-29,6/16/2014,1662014,,,
BBB,2013J,371168,-15,6/30/2014,3062014,,,
BBB,2013J,371169,-107,3/30/2014,3032014,0,7/15/2014,1572014
BBB,2013J,371184,-38,6/7/2014,762014,,,
BBB,2013J,371247,-146,2/19/2014,1922014,,,
BBB,2013J,371362,-19,6/26/2014,2662014,,,
BBB,2013J,371402,-8,7/7/2014,772014,,,
BBB,2013J,371429,-144,2/21/2014,2122014,0,7/15/2014,1572014
BBB,2013J,371439,-99,4/7/2014,742014,,,
BBB,2013J,371526,-51,5/25/2014,2552014,,,
BBB,2013J,371530,-142,2/23/2014,2322014,,,
BBB,2013J,371679,-25,6/20/2014,2062014,30,8/14/2014,1482014
BBB,2013J,371710,-144,2/21/2014,2122014,,,
BBB,2013J,371787,-117,3/20/2014,2032014,-1,7/14/2014,1472014
BBB,2013J,371810,-32,6/13/2014,1362014,,,
BBB,2013J,371831,-138,2/27/2014,2722014,,,
BBB,2013J,371869,-138,2/27/2014,2722014,241,3/13/2015,1332015
BBB,2013J,371888,-129,3/8/2014,832014,,,
BBB,2013J,371901,-144,2/21/2014,2122014,2,7/17/2014,1772014
BBB,2013J,371949,-144,2/21/2014,2122014,,,
BBB,2013J,372141,-141,2/24/2014,2422014,0,7/15/2014,1572014
BBB,2013J,372172,-143,2/22/2014,2222014,,,
BBB,2013J,372234,-96,4/10/2014,1042014,105,10/28/2014,28102014
BBB,2013J,372262,-138,2/27/2014,2722014,,,
BBB,2013J,372345,-143,2/22/2014,2222014,0,7/15/2014,1572014
BBB,2013J,372509,-138,2/27/2014,2722014,,,
BBB,2013J,372511,-121,3/16/2014,1632014,-15,6/30/2014,3062014
BBB,2013J,372577,-130,3/7/2014,732014,,,
BBB,2013J,372602,-144,2/21/2014,2122014,,,
BBB,2013J,372619,-121,3/16/2014,1632014,,,
BBB,2013J,372624,-50,5/26/2014,2652014,,,
BBB,2013J,372658,-143,2/22/2014,2222014,,,
BBB,2013J,372691,-127,3/10/2014,1032014,,,
BBB,2013J,372812,-87,4/19/2014,1942014,,,
BBB,2013J,372837,-43,6/2/2014,262014,,,
BBB,2013J,372997,-143,2/22/2014,2222014,-106,3/31/2014,3132014
BBB,2013J,373126,-120,3/17/2014,1732014,,,
BBB,2013J,373135,-46,5/30/2014,3052014,,,
BBB,2013J,373174,-107,3/30/2014,3032014,-2,7/13/2014,1372014
BBB,2013J,373237,-121,3/16/2014,1632014,,,
BBB,2013J,373269,-72,5/4/2014,452014,,,
BBB,2013J,373280,-83,4/23/2014,2342014,,,
BBB,2013J,373369,-42,6/3/2014,362014,,,
BBB,2013J,373613,-135,3/2/2014,232014,-91,4/15/2014,1542014
BBB,2013J,373633,-114,3/23/2014,2332014,,,
BBB,2013J,373790,-66,5/10/2014,1052014,236,3/8/2015,832015
BBB,2013J,373795,-102,4/4/2014,442014,0,7/15/2014,1572014
BBB,2013J,373807,-128,3/9/2014,932014,-100,4/6/2014,642014
BBB,2013J,373846,-120,3/17/2014,1732014,,,
BBB,2013J,373848,-138,2/27/2014,2722014,-30,6/15/2014,1562014
BBB,2013J,373872,-95,4/11/2014,1142014,,,
BBB,2013J,374028,-138,2/27/2014,2722014,0,7/15/2014,1572014
BBB,2013J,374038,-79,4/27/2014,2742014,,,
BBB,2013J,374055,-135,3/2/2014,232014,0,7/15/2014,1572014
BBB,2013J,374102,-81,4/25/2014,2542014,158,12/20/2014,20122014
BBB,2013J,374192,-135,3/2/2014,232014,45,8/29/2014,2982014
BBB,2013J,374234,-135,3/2/2014,232014,,,
BBB,2013J,374266,-120,3/17/2014,1732014,,,
BBB,2013J,374353,-122,3/15/2014,1532014,0,7/15/2014,1572014
BBB,2013J,374515,-135,3/2/2014,232014,-113,3/24/2014,2432014
BBB,2013J,374636,-74,5/2/2014,252014,,,
BBB,2013J,374645,-135,3/2/2014,232014,,,
BBB,2013J,374739,-135,3/2/2014,232014,,,
BBB,2013J,374747,-102,4/4/2014,442014,,,
BBB,2013J,374756,-135,3/2/2014,232014,-2,7/13/2014,1372014
BBB,2013J,375260,-22,6/23/2014,2362014,,,
BBB,2013J,375300,-28,6/17/2014,1762014,,,
BBB,2013J,375312,-134,3/3/2014,332014,-11,7/4/2014,472014
BBB,2013J,375527,-134,3/3/2014,332014,-2,7/13/2014,1372014
BBB,2013J,375600,-102,4/4/2014,442014,,,
BBB,2013J,375646,-124,3/13/2014,1332014,,,
BBB,2013J,375688,-132,3/5/2014,532014,0,7/15/2014,1572014
BBB,2013J,375711,-80,4/26/2014,2642014,,,
BBB,2013J,375717,-53,5/23/2014,2352014,,,
BBB,2013J,375856,-89,4/17/2014,1742014,,,
